params,Num Stocks Tested,Total Trades,Sharpe Ratio,Return [%],Max. Drawdown [%],Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Avg. Drawdown [%],Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Profit Factor,Expectancy [%],SQN,Kelly Criterion,Max. Drawdown Duration,Avg. Drawdown Duration
"{'n_len': 10, 'atr_multiplier': 2.0}",5402,46404.0000,-0.1675,2.3617,-47.5241,31.4201,102361.7289,170753.1879,1184.2359,39.1827,-1.3544,35.4409,-1.3666,-0.1335,-0.0047,-21.7366,0.4372,-20.8184,18.7836,31.7569,-9.6420,-1.4214,1.1484,-0.2194,-2.3255,-1.2868,0.0093,0.0093
"{'n_len': 15, 'atr_multiplier': 2.0}",5402,58441.0000,-0.1764,1.8120,-48.6024,32.8322,101812.0049,170951.6218,1517.9130,39.2786,-1.8046,35.3245,-1.6137,inf,-0.0110,-22.1362,0.4424,-21.2525,20.8125,38.2626,-10.1674,-1.1925,1.1879,0.0408,-1.7213,-0.7523,0.0093,0.0093
"{'n_len': 45, 'atr_multiplier': 1.0}",5402,82110.0000,-0.1800,1.3189,-51.3933,38.1606,101318.8682,170602.0728,2132.6226,38.2351,-2.5632,35.7089,-2.0238,-0.1484,-0.0194,-21.2902,0.4760,-20.7560,22.2770,45.0793,-10.7504,-1.1144,1.1015,0.0312,-1.2985,-3.9340,0.0256,0.0256
"{'n_len': 20, 'atr_multiplier': 2.0}",5402,62440.0000,-0.1801,1.3363,-48.6371,32.7561,101336.3312,169685.7996,1625.6281,41.3828,-2.2170,34.6712,-1.8029,-0.1520,-0.0243,-22.9291,0.4394,-21.5059,21.4099,38.8836,-10.2443,-1.1633,1.1754,0.0290,-1.4476,-0.5227,,
"{'n_len': 10, 'atr_multiplier': 2.5}",5402,27334.0000,-0.1833,1.8517,-43.1355,21.2930,101851.6869,164105.4628,681.1236,39.1827,-1.0886,31.5825,-1.1487,inf,-0.0087,-20.7870,0.3584,-20.6009,12.1795,12.7127,-8.9027,-3.0611,0.8620,-2.1386,-8.7822,-1.6917,,
"{'n_len': 25, 'atr_multiplier': 2.0}",5402,64267.0000,-0.1925,-0.0672,-49.1450,32.8922,99932.8365,168772.3636,1665.1038,46.6353,-2.6218,34.4096,-2.0666,-0.1677,-0.0287,-26.6514,0.4405,-21.6829,21.1644,39.1727,-10.3661,-1.2497,1.1273,-0.0652,-1.5071,-2.0670,,
"{'n_len': 35, 'atr_multiplier': 1.5}",5402,75951.0000,-0.1934,0.5401,-50.5643,35.7765,100540.1139,169046.2986,1962.2106,36.0981,-2.7883,35.1771,-2.1915,-0.1653,-0.0300,-20.7036,0.4600,-21.2485,22.0403,43.0653,-10.6371,-1.1314,1.1235,0.0391,-1.2821,-0.4372,0.0405,0.0405
"{'n_len': 50, 'atr_multiplier': 1.0}",5402,78752.0000,-0.1939,-0.6614,-51.4530,37.4690,99338.6468,169063.9425,2018.8545,34.9230,-2.9667,35.3516,-2.2786,-0.1684,-0.0278,-21.6069,0.4715,-21.0327,21.7396,43.1087,-10.7712,-1.2649,1.0758,-0.1458,-1.3690,-4.0574,0.0398,0.0398
"{'n_len': 55, 'atr_multiplier': 1.0}",5402,75603.0000,-0.2020,-2.4464,-51.3279,36.7966,97553.6180,166662.2194,1917.2542,35.5634,-3.2591,34.8830,-2.4575,-0.1827,-0.0327,-23.6018,0.4664,-20.9609,21.3033,41.2712,-10.7317,-1.3915,1.0392,-0.3063,-1.4142,-4.9856,,
"{'n_len': 40, 'atr_multiplier': 1.5}",5402,73246.0000,-0.2122,-1.5150,-51.0125,35.0636,98485.0339,167813.5974,1873.5065,36.7859,-3.3451,34.5080,-2.5388,-0.1917,-0.0410,-23.0030,0.4547,-21.5648,21.2544,41.6829,-10.6819,-1.3445,1.0759,-0.1875,-1.4098,-0.6100,0.0405,0.0405
"{'n_len': 15, 'atr_multiplier': 2.5}",5402,39242.0000,-0.2158,-1.8487,-46.5863,26.9057,98151.2958,166201.1403,973.0330,39.2786,-2.4137,33.1778,-2.0043,-0.2007,-0.0363,-25.7257,0.3993,-21.3928,15.9816,23.8155,-9.3368,-2.0879,1.0448,-0.9891,-3.8467,-1.9551,,
"{'n_len': 30, 'atr_multiplier': 2.0}",5402,64533.0000,-0.2202,-2.5566,-49.7429,32.3721,97443.4162,166393.1680,1640.9695,37.0139,-3.2657,33.9688,-2.5020,-0.1997,-0.0338,-24.2308,0.4356,-22.0208,20.3367,38.1281,-10.3751,-1.4466,1.0735,-0.2934,-1.7103,-1.9900,,
"{'n_len': 45, 'atr_multiplier': 1.5}",5402,70497.0000,-0.2222,-3.2463,-51.0118,34.3840,96753.7112,165730.1129,1779.1053,38.2351,-3.6651,34.1233,-2.7366,-0.2078,-0.0474,-25.3447,0.4498,-21.6355,20.6811,39.9856,-10.6593,-1.4766,1.0555,-0.3443,-1.5834,-0.7115,0.0405,0.0405
"{'n_len': 10, 'atr_multiplier': 3.0}",5402,17539.0000,-0.2263,0.6829,-37.2155,11.7752,100682.9098,153701.2165,448.7305,39.1827,-1.4220,25.4812,-1.1875,-0.2153,-0.0489,-18.5258,0.2554,-20.1501,5.1945,-0.0035,-8.2941,-5.1449,0.3443,-4.7714,-20.0481,-0.9765,,
"{'n_len': 50, 'atr_multiplier': 1.5}",5402,67817.0000,-0.2267,-4.7132,-50.9102,33.7515,95286.8314,164205.5642,1695.7489,34.9230,-3.8508,33.8482,-2.8499,-0.2163,-0.0500,-24.9477,0.4453,-21.7445,20.1599,38.3032,-10.5327,-1.6087,1.0211,-0.5123,-1.8220,-0.6024,0.0256,0.0256
"{'n_len': 55, 'atr_multiplier': 1.5}",5402,65494.0000,-0.2323,-5.4780,-50.8879,33.2487,94522.0215,163441.3354,1625.8215,35.5634,-4.0477,33.4945,-2.9628,inf,-0.0532,-26.1339,0.4422,-21.7764,19.6191,36.9654,-10.5125,-1.7050,1.0145,-0.6042,-2.1155,-0.5346,0.0398,0.0398
"{'n_len': 20, 'atr_multiplier': 2.5}",5402,45591.0000,-0.2323,-3.4864,-47.7725,28.0337,96513.6191,165741.6977,1135.5477,41.3828,-3.2030,32.8362,-2.4507,-0.2243,-0.0536,-28.0839,0.4045,-21.8753,17.1400,27.9704,-9.7156,-1.9341,1.0508,-0.7994,-3.1005,-1.5376,,
"{'n_len': 35, 'atr_multiplier': 2.0}",5402,63490.0000,-0.2366,-4.0658,-49.9928,31.7656,95934.1540,164745.2358,1594.7775,36.0981,-3.7462,33.7016,-2.8129,-0.2231,-0.0484,-25.0718,0.4314,-22.3579,19.7846,37.0506,-10.3684,-1.5860,1.0650,-0.4494,-1.8851,-2.1338,,
"{'n_len': 25, 'atr_multiplier': 2.5}",5402,49383.0000,-0.2367,-4.3541,-48.3277,28.4964,95645.8778,165172.5212,1232.6085,46.6353,-3.4607,32.7228,-2.6103,inf,-0.0512,-30.8578,0.4083,-22.2157,17.6997,29.7697,-9.8609,-1.9037,1.0407,-0.7917,-2.6312,-1.4537,,
"{'n_len': 15, 'atr_multiplier': 3.0}",5402,27423.0000,-0.2492,-3.4949,-43.3457,19.5187,96505.1342,159782.3988,672.3200,39.2786,-2.7406,29.4284,-2.1085,-0.2477,-0.0631,-25.7496,0.3332,-21.2131,10.3243,10.1971,-8.9038,-3.5342,0.8446,-2.7144,-10.5616,-1.6695,,
"{'n_len': 40, 'atr_multiplier': 2.0}",5402,62057.0000,-0.2511,-5.4779,-50.2428,31.1982,94522.0787,163694.8617,1548.7407,36.7859,-4.2258,33.0303,-3.1006,-0.2446,-0.0619,-26.4928,0.4267,-22.3175,19.1105,35.5710,-10.3378,-1.7704,1.0370,-0.6665,-2.0583,-3.0914,0.0405,0.0405
"{'n_len': 5, 'atr_multiplier': 2.0}",5402,16128.0000,-0.2533,-0.8792,-35.3151,11.0081,99120.8071,150118.6178,416.8658,42.2180,-1.4286,24.1135,-1.2608,-0.2448,-0.0476,-19.2559,0.2270,-19.9141,5.7273,-0.0453,-7.3727,-4.4484,0.3282,-4.1149,-20.2364,-1.1982,,
"{'n_len': 45, 'atr_multiplier': 2.0}",5402,60697.0000,-0.2593,-6.9053,-50.3579,30.6630,93094.6865,162356.1002,1501.4760,38.2351,-4.5189,32.6574,-3.2768,-0.2577,-0.0676,-28.4992,0.4225,-22.4655,18.4626,34.4210,-10.2757,-1.9176,0.9864,-0.8297,-2.3328,-0.7904,0.0405,0.0405
"{'n_len': 30, 'atr_multiplier': 2.5}",5402,51648.0000,-0.2599,-6.7366,-48.9577,28.2657,93263.4034,162367.9319,1275.6169,37.0139,-4.0982,32.3079,-3.0207,inf,-0.0613,-28.2296,0.4050,-22.4140,17.2169,29.8158,-9.9561,-2.0537,1.0236,-0.9768,-2.6999,-1.5579,,
"{'n_len': 50, 'atr_multiplier': 2.0}",5402,58864.0000,-0.2615,-7.6818,-50.3013,30.2300,92318.2032,161285.7414,1444.5899,34.9230,-4.5976,32.4026,-3.3265,inf,-0.0690,-27.5959,0.4196,-22.5421,18.1575,33.2152,-10.2478,-1.9652,0.9998,-0.8865,-2.2846,-0.8202,0.0405,0.0405
"{'n_len': 10, 'atr_multiplier': 3.5}",5402,12102.0000,-0.2663,-1.6920,-30.6223,6.3211,98307.9554,140826.2246,328.0018,39.1827,-1.5932,19.9130,-1.2108,-0.2666,-0.0798,-16.2155,0.1715,-19.4299,1.4271,-4.9502,-8.6223,-6.8656,0.0742,-6.7496,-19.2964,-11.0980,,
"{'n_len': 55, 'atr_multiplier': 2.0}",5402,57199.0000,-0.2670,-8.3377,-50.3268,29.8245,91662.3341,160714.3195,1394.5449,35.5634,-4.7270,32.1945,-3.4008,inf,-0.0676,-28.5693,0.4169,-22.5414,17.6681,31.8782,-10.1766,-2.0587,1.0534,-1.0010,-3.0312,-0.9321,0.0398,0.0398
"{'n_len': 20, 'atr_multiplier': 3.0}",5402,33749.0000,-0.2698,-5.5455,-45.7509,22.5994,94454.4695,161250.3853,819.1603,41.3828,-3.5663,30.4922,-2.6816,inf,-0.0737,-29.3154,0.3583,-21.9358,12.2886,16.0662,-9.1608,-2.8996,0.9867,-1.9216,-6.1620,-2.7772,,
"{'n_len': 35, 'atr_multiplier': 2.5}",5402,52150.0000,-0.2701,-7.7217,-49.1641,27.8324,92278.3038,161143.7793,1280.2911,36.0981,-4.4460,31.8583,-3.2350,inf,-0.0681,-28.4984,0.4015,-22.5556,16.8723,29.4804,-9.9153,-2.1233,0.9734,-1.0630,-2.8237,-2.8031,0.0405,0.0405
"{'n_len': 15, 'atr_multiplier': 3.5}",5402,19807.0000,-0.2712,-3.4202,-38.7070,12.7162,96579.8452,151976.2632,495.4172,39.2786,-2.4435,25.3767,-1.8548,-0.2734,-0.0739,-23.0769,0.2593,-20.7835,5.4556,0.9747,-8.6048,-5.1074,0.3670,-4.6759,-16.3011,-0.9633,,
"{'n_len': 25, 'atr_multiplier': 3.0}",5402,37736.0000,-0.2716,-6.1898,-46.8210,24.0504,93810.2090,161649.6986,914.9272,46.6353,-3.6760,31.1609,-2.7670,inf,-0.0652,-32.4890,0.3722,-22.2694,13.8503,19.4300,-9.2746,-2.6169,1.2077,-1.6103,-4.7842,-2.5267,,
"{'n_len': 30, 'atr_multiplier': 3.0}",5402,40643.0000,-0.2825,-7.7518,-47.6551,24.3397,92248.1675,160060.8521,978.7866,37.0139,-4.1636,31.0133,-3.0854,inf,-0.0701,-29.5957,0.3754,-22.4772,13.7530,20.1161,-9.4712,-2.7421,0.9108,-1.7828,-4.9802,-1.8642,,
"{'n_len': 40, 'atr_multiplier': 2.5}",5402,52278.0000,-0.2829,-8.6304,-49.4492,27.4385,91369.5635,160266.9536,1275.4594,36.7859,-4.7921,31.6561,-3.4619,inf,-0.0785,-29.4386,0.3979,-22.7743,16.4873,29.0985,-9.9449,-2.2350,0.9486,-1.1937,-2.8493,-2.6172,,
"{'n_len': 20, 'atr_multiplier': 3.5}",5402,25507.0000,-0.2885,-5.8602,-42.4948,16.6236,94139.7942,155631.1980,620.4605,41.3828,-3.3149,27.5203,-2.4551,-0.2978,-0.0818,-28.1901,0.3019,-21.4937,7.6993,5.9135,-8.8565,-4.2644,0.5833,-3.6073,-11.8197,-14.6513,,
"{'n_len': 50, 'atr_multiplier': 2.5}",5402,50958.0000,-0.2903,-9.8155,-49.4622,26.6338,90184.4862,158189.3807,1229.0462,34.9230,-5.0714,30.9897,-3.6137,inf,-0.0840,-29.4722,0.3924,-23.1638,15.7936,26.9617,-9.9463,-2.4927,0.9126,-1.5088,-3.1037,-2.7437,0.0405,0.0405
"{'n_len': 45, 'atr_multiplier': 2.5}",5402,51978.0000,-0.2911,-9.4686,-49.5422,27.0950,90531.3993,159032.0030,1257.5386,38.2351,-5.0504,31.1960,-3.6145,inf,-0.0833,-30.6962,0.3950,-23.1159,16.1933,28.0413,-9.9401,-2.3419,0.9272,-1.3340,-2.9913,-3.2027,0.0405,0.0405
"{'n_len': 15, 'atr_multiplier': 4.0}",5402,14703.0000,-0.2912,-3.5037,-33.6729,8.0068,96496.3461,143572.1167,381.3782,39.2786,-2.1790,21.5306,-1.6204,-0.2949,-0.0871,-20.0294,0.1962,-20.0347,2.2468,-3.8799,-8.7268,-6.5425,0.1134,-6.3906,-22.7469,-0.8555,,
"{'n_len': 10, 'atr_multiplier': 4.0}",5402,8242.0000,-0.2915,-2.0688,-23.9777,3.4885,97931.2241,130259.6769,246.3180,39.1827,-1.4170,15.2595,-1.0589,-0.2916,-0.1040,-12.5109,0.1127,-18.2492,0.1983,-6.8461,-9.0148,-7.9248,0.0086,-7.8738,-22.8382,-0.2926,,
"{'n_len': 25, 'atr_multiplier': 3.5}",5402,29357.0000,-0.2941,-6.5436,-44.4915,18.8827,93456.4347,157616.9834,706.2420,46.6353,-3.6303,28.8772,-2.7159,-0.3018,-0.0788,-31.8170,0.3279,-22.0500,9.2490,9.2014,-8.9906,-3.7818,0.7408,-3.0155,-7.7918,-2.0121,,
"{'n_len': 55, 'atr_multiplier': 2.5}",5402,50183.0000,-0.2959,-10.1953,-49.5722,26.4504,89804.6774,157905.3238,1202.3047,35.5634,-5.1766,30.9018,-3.6949,inf,-0.0856,-30.3489,0.3912,-23.0950,15.3034,25.7701,-9.9344,-2.6029,0.8994,-1.6436,-3.3164,-1.3935,0.0405,0.0405
"{'n_len': 35, 'atr_multiplier': 3.0}",5402,42457.0000,-0.2965,-9.0713,-48.1886,24.0931,90928.6611,158890.8754,1020.5856,36.0981,-4.5956,30.6855,-3.3435,-0.3045,-0.0771,-30.0498,0.3743,-22.9496,13.6409,20.8602,-9.6039,-2.7976,0.8772,-1.8294,-4.9125,-1.7933,0.0405,0.0405
"{'n_len': 5, 'atr_multiplier': 2.5}",5402,5514.0000,-0.2975,-0.9161,-17.8623,2.5407,99083.8741,123753.5551,213.2980,42.2180,-0.9685,11.6086,-0.7279,inf,-0.1071,-9.7868,0.0796,-17.6919,0.4153,-7.2450,-9.1494,-8.2113,0.0139,-8.1551,-41.4718,-0.3946,,
"{'n_len': 30, 'atr_multiplier': 3.5}",5402,32169.0000,-0.3002,-7.2232,-45.7059,19.9629,92776.7610,157743.7148,769.4775,37.0139,-3.9353,29.3499,-2.9356,-0.3073,-0.0774,-28.8708,0.3405,-22.4231,9.7118,10.9989,-9.1209,-3.6879,0.6844,-2.9098,-7.2597,-1.6660,,
"{'n_len': 25, 'atr_multiplier': 4.0}",5402,23000.0000,-0.3045,-4.6999,-41.1116,13.9352,95300.1117,154114.5561,562.6450,46.6353,-3.0989,26.2453,-2.3308,-0.3108,-0.0832,-28.3629,0.2768,-21.5996,5.4968,2.3249,-8.6052,-4.7647,0.4281,-4.2863,-13.9277,-1.1439,,
"{'n_len': 40, 'atr_multiplier': 3.0}",5402,43524.0000,-0.3048,-9.6331,-48.4688,23.7831,90366.8901,158096.8287,1043.5511,36.7859,-4.8650,30.4204,-3.5093,-0.3137,-0.0825,-30.5297,0.3718,-23.0990,13.4894,20.9583,-9.6622,-2.8504,0.8425,-1.9113,-4.8174,-1.6822,0.0405,0.0405
"{'n_len': 20, 'atr_multiplier': 4.0}",5402,19549.0000,-0.3070,-5.2411,-38.3342,11.4671,94758.8759,149493.2836,486.3515,41.3828,-2.9408,24.2143,-2.1508,-0.3154,-0.0901,-25.2308,0.2431,-21.0485,4.1858,-0.3864,-8.7165,-5.4854,0.3049,-5.1191,-17.8862,-0.7984,,
"{'n_len': 50, 'atr_multiplier': 3.0}",5402,43502.0000,-0.3080,-9.7299,-48.4342,23.3076,90270.0596,156926.7603,1039.2793,34.9230,-4.9547,30.1823,-3.5707,-0.3178,-0.0860,-29.5575,0.3687,-23.2336,13.2196,20.2990,-9.7011,-3.0143,0.8264,-2.1164,-4.5110,-1.5831,0.0405,0.0405
"{'n_len': 45, 'atr_multiplier': 3.0}",5402,43778.0000,-0.3083,-9.7953,-48.4488,23.5107,90204.7130,157384.9084,1047.0782,38.2351,-4.9685,30.2042,-3.5779,-0.3189,-0.0850,-31.0123,0.3696,-23.1760,13.2346,20.8394,-9.6719,-2.9438,0.8379,-2.0144,-4.4003,-1.5470,,
"{'n_len': 55, 'atr_multiplier': 3.0}",5402,43148.0000,-0.3091,-10.0882,-48.4449,23.0614,89911.8444,155947.2006,1026.9848,35.5634,-4.9802,30.0645,-3.5819,-0.3195,-0.0874,-30.1365,0.3681,-23.2073,12.8388,19.3767,-9.6949,-3.1509,0.7856,-2.2974,-4.6006,-1.7334,0.0405,0.0405
"{'n_len': 35, 'atr_multiplier': 3.5}",5402,34374.0000,-0.3133,-8.2061,-46.5240,20.2979,91793.9193,157439.8742,817.8845,36.0981,-4.3185,29.4314,-3.1906,-0.3225,-0.0828,-29.1772,0.3447,-22.8698,9.9183,11.8710,-9.2802,-3.6884,1.0214,-2.9221,-7.0735,-1.3740,0.0405,0.0405
"{'n_len': 30, 'atr_multiplier': 4.0}",5402,25919.0000,-0.3182,-6.5425,-42.8776,15.4758,93457.4674,154049.3492,622.8341,37.0139,-3.5745,27.1853,-2.6907,-0.3268,-0.0849,-27.2580,0.2947,-22.1788,6.0939,3.9848,-8.8172,-4.5984,0.4518,-4.0720,-11.2265,-1.3100,,
"{'n_len': 40, 'atr_multiplier': 3.5}",5402,35865.0000,-0.3210,-9.2879,-46.9594,20.2694,90712.0570,156374.2702,851.7914,36.7859,-4.6095,29.2839,-3.3788,-0.3318,-0.0896,-30.1152,0.3442,-23.0940,10.2268,12.7928,-9.4186,-3.7342,0.6591,-2.9757,-6.6336,-1.6745,0.0405,0.0405
"{'n_len': 45, 'atr_multiplier': 3.5}",5402,36635.0000,-0.3233,-9.3070,-47.1076,20.0853,90693.0118,155772.8198,868.3422,38.2351,-4.6018,29.2699,-3.3808,-0.3317,-0.0863,-30.5671,0.3434,-23.2852,10.3178,13.1202,-9.5453,-3.7680,0.6618,-3.0237,-6.1392,-1.4010,0.0405,0.0405
"{'n_len': 50, 'atr_multiplier': 3.5}",5402,37041.0000,-0.3245,-9.4022,-47.2426,19.8605,90597.8234,155321.3728,877.6770,34.9230,-4.6364,29.1942,-3.4072,-0.3326,-0.0883,-29.1655,0.3429,-23.2849,10.2052,13.1145,-9.5268,-3.7914,0.6502,-3.0705,-6.4977,-1.5257,0.0405,0.0405
"{'n_len': 55, 'atr_multiplier': 3.5}",5402,37219.0000,-0.3249,-9.2704,-47.3165,19.7055,90729.6164,154767.3338,880.1591,35.5634,-4.6308,29.1522,-3.4164,-0.3323,-0.0879,-29.2849,0.3428,-23.3253,9.9579,12.9276,-9.5989,-3.9033,0.6618,-3.1856,-6.7573,-1.6904,0.0405,0.0405
"{'n_len': 35, 'atr_multiplier': 4.0}",5402,27996.0000,-0.3290,-7.7273,-44.0864,16.2958,92272.7067,153992.6701,667.2150,36.0981,-3.8978,27.5657,-2.9127,-0.3364,-0.0863,-28.1669,0.3062,-22.6429,6.5696,5.2538,-9.1083,-4.6057,0.4989,-4.0076,-9.3688,-1.7856,0.0149,0.0149
"{'n_len': 40, 'atr_multiplier': 4.0}",5402,29737.0000,-0.3410,-8.6896,-44.9106,16.7403,91310.4182,153886.5975,703.8588,36.7859,-4.3091,27.6732,-3.1876,-0.3520,-0.0965,-29.2420,0.3110,-22.9642,6.9031,5.8594,-9.2916,-4.6035,0.8434,-4.0131,-8.8929,-1.4792,0.0149,0.0149
"{'n_len': 45, 'atr_multiplier': 4.0}",5402,30744.0000,-0.3414,-8.8079,-45.3103,16.8000,91192.0852,153720.0188,728.0116,38.2351,-4.3344,27.8593,-3.2122,-0.3506,-0.0921,-29.8474,0.3138,-23.2276,7.1051,6.5231,-9.4313,-4.6378,0.7905,-4.0472,-8.4880,-3.1787,0.0405,0.0405
"{'n_len': 50, 'atr_multiplier': 4.0}",5402,31510.0000,-0.3422,-9.2338,-45.5484,16.7694,90766.1915,152703.7190,745.5224,34.9230,-4.4213,27.8451,-3.2703,-0.3520,-0.0932,-28.8831,0.3149,-23.2548,7.2222,6.6547,-9.5268,-4.7253,0.4745,-4.1565,-8.2922,-1.4411,0.0405,0.0405
"{'n_len': 55, 'atr_multiplier': 4.0}",5402,32037.0000,-0.3430,-9.3863,-45.7920,16.6740,90613.7045,152326.5860,757.8264,35.5634,-4.4274,27.8713,-3.2789,-0.3505,-0.0895,-29.1555,0.3157,-23.3191,6.9300,6.6928,-9.6862,-4.9194,0.4503,-4.3748,-8.4329,-1.4624,0.0405,0.0405
"{'n_len': 5, 'atr_multiplier': 3.0}",5402,825.0000,-0.4500,-0.2428,-2.8999,0.2730,99757.1912,103762.6097,153.3553,42.2180,-0.3219,2.1590,-0.2253,inf,-0.2019,-2.6340,0.0101,-16.1240,0.1342,-10.0113,-11.0971,-10.6045,0.0000,-10.5348,-6.2503,,,
"{'n_len': 5, 'atr_multiplier': 3.5}",5402,26.0000,-0.5308,0.2197,-0.1738,0.0069,100219.7142,100456.0478,137.0070,42.2180,-0.0010,0.2064,-0.0040,-0.3650,-0.1161,-0.3995,0.0009,-26.0328,0.0000,-24.2768,-24.3308,-24.3039,0.0000,-24.3038,-32.2543,,,
"{'n_len': 5, 'atr_multiplier': 4.0}",5402,0.0000,,0.0000,0.0000,0.0000,100000.0000,100000.0000,,42.2180,0.0000,0.0000,0.0000,,,0.0000,0.0000,,,,,,,,,,,
