Stock,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion
688373,2022-08-05,2025-07-04,1064 days,96.31205673758865,4673.001907499997,17795.324687499997,345.3336675,-53.26998092500003,-36.4889705882353,-23.80997259670782,39.34052437811166,-16.48847561750403,-0.6052276367204512,-0.6674763374866787,-0.3228896288122651,-53.61321018078324,-0.00940638363456256,-73.74028297004065,-15.87842793800438,352 days,68 days,24,37.5,36.55462184873949,-35.18072289156626,-2.4337233603663466,96 days,43 days,0.8007624936790861,-1.3129745672354454,-0.5235128297545429,-0.13413016656384946
002626,2014-01-02,2025-07-04,4201 days,98.67158671586715,845.3393150000012,10000.0,465.37603500000006,-91.54660684999999,392.26118500604593,-20.525872788536915,36.255005311184945,-13.77420871459526,-0.5661528004853037,-0.6671862764681981,-0.22373570175304724,-91.93552701095793,0.0009914826544766195,-91.74160685,-91.74160685,4151 days,4151 days,101,36.633663366336634,138.32977872567315,-52.13872832369941,-2.3171133542321587,159 days,42 days,0.8604942495058213,-0.8660143581840504,-1.2667104709854284,-0.22000334746067496
002315,2014-01-02,2025-07-04,4201 days,98.8197424892704,3170.890437499992,22958.4749125,1042.9675725000004,-68.29109562500008,193.92857142857142,-9.834149064793651,45.103634168811965,-6.657807345302169,-0.2180345164202693,-0.29037743177124653,-0.10426543064057203,-77.4337048654885,0.04714420971154244,-94.31840452176641,-9.697659838614037,2768 days,148 days,89,44.9438202247191,63.74511429586638,-63.63636363636365,-1.1751430186279777,140 days,47 days,1.07949039698259,0.4496210482103995,-0.4140898789055031,-0.07099721333809295
601100,2014-01-02,2025-07-04,4201 days,99.0572878897752,1446.5288949999963,10515.892132499994,611.0144849999998,-85.53471105000004,1135.4786371011357,-16.19332326921964,35.79544864736703,-10.950472531759658,-0.4523849785693566,-0.5550150016668013,-0.18086165178634497,-70.62750028286575,-0.013128569996871307,-89.53431039294661,-73.64302679647332,2782 days,2087 days,105,37.142857142857146,51.3942513942514,-31.269430051813462,-1.6839258853393102,110 days,40 days,0.8876047858436829,-0.6777988559869792,-1.2982263999367087,-0.17748197267269983
301315,2023-06-21,2025-07-04,744 days,82.75862068965517,3498.545937499999,18340.6659075,224.28054749999998,-65.01454062500001,-4.003466204506069,-41.54047057838592,52.803235804169326,-29.933518441313456,-0.7867031242639471,-0.7102981664966797,-0.4746538032542896,-64.85580263971383,0.0396501374502692,-87.51740804261745,-14.955668180447478,269 days,52 days,15,46.666666666666664,47.36321687541201,-50.21788752853289,-7.460769037407267,102 days,42 days,0.636206344518427,-4.304335116040336,-0.7501281196395835,-0.3110877632433434
605336,2020-10-19,2025-07-04,1719 days,95.71678321678321,2005.0467125000016,12229.264265000002,396.53448,-79.94953287499999,-17.895940537449967,-29.810495106079028,26.33924595137282,-20.9878929897512,-1.1317899973717844,-1.0893576074861424,-0.3540137320619995,-78.72765529012398,0.06827680178748077,-84.2071716609519,-12.572941659426961,1610 days,208 days,40,35.0,24.985456660849337,-37.80737704918031,-3.840875596949067,97 days,42 days,0.48861253060301546,-3.160119249772503,-1.5860646009747734,-0.3320175574900893
603256,2019-07-19,2025-07-04,2177 days,93.56401384083046,1446.8744224999978,12809.394939999998,255.83543250000002,-85.53125577500002,194.5141065830721,-28.618809558096814,34.83749250073457,-20.050611677354148,-0.8214945308561852,-0.8542378000082462,-0.30038621659595366,-88.69509575274327,0.01626534976470743,-95.27337799454251,-18.574066120110356,2062 days,349 days,53,30.18867924528302,25.02831257078143,-24.348879466989715,-4.738347765505657,93 days,39 days,0.3947653588023818,-4.118849663190392,-2.0026762323594114,-0.5779079902030848
300563,2016-11-14,2025-07-04,3154 days,97.52262982372558,3529.321449999995,14997.101265,485.08668749999987,-64.70678550000005,516.0251374705421,-11.753581730884976,54.98730179233506,-7.984458166844877,-0.21375083606163348,-0.2914958713630587,-0.12318820802969906,-112.73535922092385,0.09307409704176586,-95.41158134268292,-23.35913119874592,2607 days,387 days,73,46.57534246575342,170.45666356011182,-41.85746533376331,-1.4146308389415996,120 days,43 days,1.118617286395044,0.8198485450393003,-0.751644169245766,-0.171397972900578
301227,2022-09-26,2025-07-04,1012 days,90.8955223880597,17543.254070000003,19159.972050000004,351.90614999999997,75.43254070000003,-22.872508699778553,23.541982154106677,52.51377723238156,15.023432273577031,0.44830106297495564,0.8338976853867077,0.825874279765014,75.18943859691666,-0.010628571892760006,-28.505527694608766,-9.696206482038926,254 days,53 days,18,50.0,28.250652741514372,-13.61746361746361,3.287246949842504,105 days,52 days,2.338670893868507,3.9704679772617575,1.1179545296891544,0.2534598841080529
000539,2014-01-02,2025-07-04,4201 days,98.59053126129382,6993.833470000012,19942.764935000003,1828.793520000001,-30.06166529999988,28.385899814471248,-3.2039358472374824,23.274181068543697,-2.121989073495467,-0.13766051908772736,-0.19419013290761242,-0.04934410197550399,-25.583056543509173,-0.1577758248201629,-64.93047231517193,-7.967999484068165,3136 days,172 days,92,36.95652173913043,32.084915429754936,-17.83487625165312,-0.2165424858638465,157 days,45 days,1.0005619929788354,0.0012618225569079587,-0.13670835947875593,-0.029319812100168985
603893,2020-02-07,2025-07-04,1974 days,97.33434881949734,31194.217767499984,43002.39130249998,1055.9992274999997,211.94217767499987,998.5652797704447,24.40163918643956,67.63396779926417,15.630735824688813,0.36078970346472916,0.7150401694715396,0.3881088292536495,192.52456801988174,0.019445508519565134,-62.873187485492146,-11.454546773749595,809 days,70 days,47,51.06382978723404,81.62841416554156,-41.85817465528563,2.6230033565528776,121 days,41 days,1.8723795505396126,4.428164134519369,1.0399263829683023,0.20101692915693997
301363,2022-10-12,2025-07-04,996 days,90.19607843137256,2451.7067449999968,11676.3698875,209.14545,-75.48293255000004,-30.145867098865487,-41.39390475050197,26.40008322233851,-29.930635243537708,-1.5679459947867282,-1.2245719959077546,-0.5129773974604885,-77.57843171106794,-0.06951198829994032,-80.69342812261095,-15.451461705662592,822 days,136 days,23,30.434782608695656,16.935856022150443,-30.088809946714036,-5.748348055991381,83 days,40 days,0.3148775591885139,-4.9642176498283295,-1.832313865663623,-0.6901076445805535
