params,Num Stocks Tested,Total Trades,Sharpe Ratio,Return [%],Max. Drawdown [%],Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Avg. Drawdown [%],Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Profit Factor,Expectancy [%],SQN,Kelly Criterion,Max. Drawdown Duration,Avg. Drawdown Duration
"{'len_short': 5, 'len_mid': 30, 'len_long': 180, 'adx_len': 14, 'adx_threshold': 21}",5402,34868.0000,-0.1650,3.3449,-23.4171,9.5282,103344.9352,129150.0972,1054.4561,24.9913,0.0300,13.4994,-0.1324,inf,0.0233,-1.4222,0.0887,-13.6615,39.5469,18.4696,-8.9947,0.5740,8.0221,1.2234,-0.5913,-21.9357,0.0091,0.0091
"{'len_short': 10, 'len_mid': 50, 'len_long': 180, 'adx_len': 14, 'adx_threshold': 25}",5402,23151.0000,-0.1650,3.7322,-21.0809,8.0907,103732.1808,128557.6492,720.5412,24.9913,0.2512,13.3457,0.0199,inf,0.0210,-0.7992,0.0784,-12.7458,40.0988,16.0462,-7.6636,0.8852,3.2423,1.5576,-0.8503,-2.3039,0.0074,0.0074
"{'len_short': 20, 'len_mid': 30, 'len_long': 180, 'adx_len': 16, 'adx_threshold': 25}",5402,26966.0000,-0.1651,3.2782,-20.4526,7.4077,103278.2367,126101.1824,828.6715,24.9913,0.1553,11.8211,-0.0334,inf,0.0230,-0.6200,0.0698,-12.5659,39.3767,16.0642,-7.9733,0.6633,10.6200,1.2985,-0.7566,-16.5808,0.0115,0.0115
"{'len_short': 5, 'len_mid': 30, 'len_long': 180, 'adx_len': 13, 'adx_threshold': 21}",5402,35953.0000,-0.1651,3.4138,-23.8362,9.8306,103413.8123,129746.9227,1086.1860,24.9913,0.0192,13.7241,-0.1409,inf,0.0229,-1.4861,0.0916,-13.7465,39.5391,18.9190,-9.1567,0.5506,8.5414,1.2102,-0.5825,-21.6360,0.0091,0.0091
"{'len_short': 10, 'len_mid': 40, 'len_long': 180, 'adx_len': 14, 'adx_threshold': 25}",5402,25597.0000,-0.1652,3.5306,-21.1034,8.0220,103530.5806,127709.2172,787.9266,24.9913,0.1942,12.3302,-0.0154,inf,0.0235,-0.7134,0.0762,-12.8725,40.0087,16.1077,-7.9643,0.7773,9.0906,1.4130,-0.5722,-8.4456,0.0110,0.0110
"{'len_short': 20, 'len_mid': 60, 'len_long': 180, 'adx_len': 13, 'adx_threshold': 21}",5402,26630.0000,-0.1652,3.6450,-23.7045,10.0743,103645.0209,131891.8394,822.7546,24.9913,0.1530,14.8829,-0.0627,inf,0.0204,-1.9437,0.0985,-13.7047,40.6690,18.2003,-8.2208,1.0205,2.7374,1.7373,1.1974,-3.8720,0.0140,0.0140
"{'len_short': 10, 'len_mid': 60, 'len_long': 180, 'adx_len': 15, 'adx_threshold': 21}",5402,25065.0000,-0.1653,3.5686,-23.0249,9.5500,103568.6324,130879.1206,775.0625,24.9913,0.1739,14.5012,-0.0434,inf,0.0192,-1.8104,0.0934,-13.5117,40.3715,17.4708,-8.1496,0.9386,2.9133,1.6497,-0.9688,-4.2798,0.0140,0.0140
"{'len_short': 20, 'len_mid': 60, 'len_long': 180, 'adx_len': 15, 'adx_threshold': 21}",5402,24782.0000,-0.1653,3.6182,-22.8754,9.4372,103618.1564,130938.9505,768.3053,24.9913,0.1813,14.4207,-0.0379,inf,0.0196,-1.6981,0.0926,-13.4391,40.5216,17.3929,-7.9569,1.0365,3.2001,1.7349,2.7674,-4.1105,0.0140,0.0140
"{'len_short': 15, 'len_mid': 40, 'len_long': 180, 'adx_len': 16, 'adx_threshold': 29}",5402,18388.0000,-0.1653,2.9250,-17.5042,5.8181,102925.0095,123010.8709,583.7298,24.9913,0.2324,10.2358,0.0275,inf,0.0236,-0.3415,0.0557,-11.3876,39.7466,12.9468,-6.2377,0.9971,2.8574,1.5366,-0.8562,-9.8294,0.0076,0.0076
"{'len_short': 20, 'len_mid': 40, 'len_long': 180, 'adx_len': 16, 'adx_threshold': 29}",5402,18395.0000,-0.1653,2.8984,-17.5111,5.8212,102898.3784,122981.1336,583.7093,24.9913,0.2286,10.2378,0.0256,inf,0.0234,-0.3677,0.0557,-11.3855,39.7870,12.9429,-6.2442,0.9969,2.8507,1.5378,-0.8590,-9.8308,0.0076,0.0076
"{'len_short': 10, 'len_mid': 50, 'len_long': 180, 'adx_len': 15, 'adx_threshold': 23}",5402,24550.0000,-0.1654,3.4027,-21.7919,8.5406,103402.6818,128844.7686,758.3040,24.9913,0.1790,13.6828,-0.0264,inf,0.0212,-1.3163,0.0826,-13.0148,39.9265,16.5498,-7.8995,0.8710,2.7633,1.5287,-1.0521,-1.4655,0.0074,0.0074
"{'len_short': 15, 'len_mid': 60, 'len_long': 180, 'adx_len': 13, 'adx_threshold': 21}",5402,26821.0000,-0.1654,3.7525,-23.7867,10.1602,103752.4941,132103.9293,827.6785,24.9913,0.1710,14.9472,-0.0510,inf,0.0206,-1.8974,0.0991,-13.7486,40.6564,18.3128,-8.3543,0.9569,2.7006,1.6905,1.1893,-4.1826,0.0140,0.0140
"{'len_short': 10, 'len_mid': 30, 'len_long': 180, 'adx_len': 14, 'adx_threshold': 21}",5402,34802.0000,-0.1654,3.3920,-23.3742,9.5232,103392.0495,129190.2520,1052.6488,24.9913,0.0391,13.4786,-0.1218,inf,0.0232,-1.3492,0.0885,-13.6594,39.5645,18.4722,-9.0095,0.5868,8.0617,1.2405,-0.6411,-21.1610,0.0091,0.0091
"{'len_short': 5, 'len_mid': 50, 'len_long': 180, 'adx_len': 16, 'adx_threshold': 25}",5402,21056.0000,-0.1654,3.4602,-20.0668,7.4005,103460.2361,127157.4621,659.1422,24.9913,0.2557,11.8294,0.0361,inf,0.0202,-0.7534,0.0721,-12.3375,39.8794,14.9708,-7.2730,0.8693,4.5961,1.4989,-7.0057,-4.3830,0.0074,0.0074
"{'len_short': 5, 'len_mid': 40, 'len_long': 180, 'adx_len': 16, 'adx_threshold': 23}",5402,26047.0000,-0.1655,3.2166,-21.3177,8.1395,103216.5643,127534.8684,799.4603,24.9913,0.1287,12.4328,-0.0491,inf,0.0215,-1.0606,0.0775,-12.9114,39.8160,16.2925,-8.1120,0.6771,9.3190,1.3093,-0.6149,-3.0443,0.0110,0.0110
"{'len_short': 15, 'len_mid': 60, 'len_long': 180, 'adx_len': 15, 'adx_threshold': 21}",5402,24921.0000,-0.1655,3.6607,-22.9416,9.4980,103660.6689,131025.4739,771.9537,24.9913,0.1870,14.4633,-0.0340,inf,0.0196,-1.7000,0.0930,-13.4767,40.4448,17.4455,-8.0635,0.9848,3.1231,1.6946,2.8021,-4.3079,0.0140,0.0140
"{'len_short': 20, 'len_mid': 40, 'len_long': 180, 'adx_len': 13, 'adx_threshold': 25}",5402,26587.0000,-0.1656,3.4791,-21.5091,8.2940,103479.0743,128094.5876,817.2341,24.9913,0.1678,12.5230,-0.0314,inf,0.0237,-0.8780,0.0787,-12.9838,39.9090,16.4265,-8.0156,0.7702,8.9616,1.4051,-0.6539,-2.2765,0.0110,0.0110
"{'len_short': 15, 'len_mid': 50, 'len_long': 180, 'adx_len': 16, 'adx_threshold': 23}",5402,23507.0000,-0.1656,3.3057,-21.2998,8.1979,103305.6516,128251.8425,727.4572,24.9913,0.1941,12.5501,-0.0154,inf,0.0209,-1.2308,0.0797,-12.7653,40.1048,15.9932,-7.6448,0.9173,3.1684,1.5570,-6.7301,-2.0322,0.0074,0.0074
"{'len_short': 20, 'len_mid': 50, 'len_long': 180, 'adx_len': 16, 'adx_threshold': 23}",5402,23474.0000,-0.1658,3.2781,-21.2681,8.1781,103278.1475,128230.0495,727.0466,24.9913,0.1902,12.5239,-0.0180,inf,0.0208,-1.2484,0.0795,-12.7582,40.0851,15.9989,-7.6313,0.9179,3.2603,1.5581,-6.8118,-2.1046,0.0074,0.0074
"{'len_short': 5, 'len_mid': 40, 'len_long': 180, 'adx_len': 14, 'adx_threshold': 23}",5402,28284.0000,-0.1658,3.4740,-22.2796,8.8311,103473.9788,128815.7266,864.5626,24.9913,0.1400,13.0678,-0.0528,inf,0.0217,-1.1228,0.0838,-13.2985,39.8545,17.2360,-8.4627,0.6643,8.9583,1.3219,-0.5662,-2.4710,0.0110,0.0110
"{'len_short': 10, 'len_mid': 60, 'len_long': 180, 'adx_len': 16, 'adx_threshold': 21}",5402,24095.0000,-0.1659,3.5732,-22.5512,9.1911,103573.1797,130299.7095,746.6340,24.9913,0.1929,13.3751,-0.0264,inf,0.0183,-1.6112,0.0902,-13.3658,40.1753,17.0044,-7.9586,0.9389,2.9785,1.6297,-1.4069,-4.0463,0.0140,0.0140
"{'len_short': 10, 'len_mid': 60, 'len_long': 180, 'adx_len': 13, 'adx_threshold': 21}",5402,27086.0000,-0.1660,3.5838,-23.9179,10.2524,103583.8474,131934.0394,833.8420,24.9913,0.1399,15.0066,-0.0727,inf,0.0198,-2.0952,0.0999,-13.8221,40.5814,18.3453,-8.4244,0.9200,2.5296,1.6490,-2.5616,-4.1973,0.0140,0.0140
