params,Num Stocks Tested,Total Trades,Sharpe Ratio,Return [%],Max. Drawdown [%],Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion
"{'atr_len': 10, 'fact': 3.0, 'training_data_period': 100}",5402,94046,-0.36171918180506707,-7.658992583222498,-31.296103396595488,891 days 13:39:09.796371712,28.29901754430596,92341.0074167775,121043.73657930837,2541.623524497432,29.998942909771806,-4.276478989930967,19.23491386377878,-3.047161573156944,-0.28623445496919575,-0.024309582630204628,-8.008414274846215,0.009402708484051453,-14.629590457091336,618 days 10:02:58.600518328,268 days 19:51:33.520918180,27.449862027566223,14.415437987914771,-7.968069162822149,-0.8530399155871361,49 days 14:51:24.191040355,13 days 15:59:54.668641244,0.9224168647296005,-0.5998751048824879,-0.7072135497645414,-0.08601561531479203
