params,Num Stocks Tested,Total Trades,Sharpe Ratio (50%),Return [%] (50%),Max. Drawdown [%] (50%),Sharpe Ratio (25%),Sharpe Ratio (75%),Return [%] (25%),Return [%] (75%),Max. Drawdown [%] (25%),Max. Drawdown [%] (75%),Win Rate [%] (25%),Win Rate [%] (50%),Win Rate [%] (75%),Profit Factor (25%),Profit Factor (50%),Profit Factor (75%),SQN (25%),SQN (50%),SQN (75%)
"{'osc_len': 15, 'smth_len': 15, 'trail_len': 3, 'trail_mult': 10.0}",5400,193272,0.035380117687179004,2.506524037812487,-29.014722312780194,-0.29475958080686737,0.3207404964845713,-17.517331161468828,27.420823454187552,-37.24611595979107,-22.146021930628283,37.2093023255814,42.857142857142854,48.717948717948715,0.8600268131631925,1.2116602783005939,1.6550930672876047,-0.48147455150343554,0.23097565239621687,0.7944616004842674
