params,Num Stocks Tested,Total Trades,Sharpe Ratio (50%),Return [%] (50%),Max. Drawdown [%] (50%),Sharpe Ratio (25%),Sharpe Ratio (75%),Return [%] (25%),Return [%] (75%),Max. Drawdown [%] (25%),Max. Drawdown [%] (75%),Win Rate [%] (25%),Win Rate [%] (50%),Win Rate [%] (75%),Profit Factor (25%),Profit Factor (50%),Profit Factor (75%),SQN (25%),SQN (50%),SQN (75%)
"{'osc_len': 15, 'smth_len': 15, 'trail_len': 3, 'trail_mult': 10.0}",5400,194535,0.06903220704631749,6.294706179749963,-33.47121171400596,-0.21796225278750866,0.32400565584421614,-16.14249883118753,36.17997397631245,-42.06310642921427,-26.12180436938975,31.57894736842105,36.58536585365854,41.86046511627907,0.9198137874306259,1.2555537945135136,1.6845420452227045,-0.37442439838538943,0.2734046276870036,0.7912916735901832
