params,Num Stocks Tested,Total Trades,Sharpe Ratio,Return [%],Max. Drawdown [%],Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Avg. Drawdown [%],Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Profit Factor,Expectancy [%],SQN,Kelly Criterion,Max. Drawdown Duration,Avg. Drawdown Duration
"{'n_len': 20, 'atr_multiplier': 2.5}",5402,76134.0000,-0.0786,6.2015,-29.0280,7.2274,106201.4999,135186.9377,2174.0232,41.3828,0.1918,19.3824,-0.0162,0.0626,0.0931,-1.2609,0.1390,-16.7978,39.2280,23.4793,-9.5305,-0.0315,1.4007,0.4270,-0.3721,-0.2575,,
"{'n_len': 30, 'atr_multiplier': 2.0}",5402,120452.0000,-0.0797,7.0664,-32.3890,11.8233,107066.3841,137370.2089,3359.3741,37.0139,0.2866,21.1347,-0.0108,0.0628,0.1069,0.0831,0.1658,-17.2527,41.2009,25.0643,-9.8085,0.0274,1.2784,0.4016,-0.2671,-0.1680,,
"{'n_len': 25, 'atr_multiplier': 2.5}",5402,86579.0000,-0.0828,6.3560,-30.1595,8.2781,106356.0222,135945.9377,2456.3303,46.6353,0.1897,19.8225,-0.0535,inf,0.0992,-1.9876,0.1458,-17.1682,39.7893,23.8824,-9.5597,0.0095,1.4038,0.4432,-0.3322,-0.3335,,
"{'n_len': 35, 'atr_multiplier': 2.0}",5402,119526.0000,-0.0855,5.9430,-32.2557,11.7289,105942.9742,135548.3066,3310.7935,36.0981,-0.0201,20.6315,-0.1803,0.0401,0.0728,-0.5316,0.1612,-17.3021,41.1419,24.6114,-9.7423,0.0088,1.2690,0.3769,-0.2781,-0.1405,,
"{'n_len': 15, 'atr_multiplier': 3.0}",5402,38870.0000,-0.0878,3.6215,-24.2729,3.5343,103621.5103,128897.8343,1109.9385,39.2786,-0.1483,16.1011,-0.1666,0.0560,0.0665,-2.0001,0.0989,-15.7437,37.9300,18.9334,-8.7977,-0.0859,2.1676,0.4571,-1.2870,-1.3527,,
"{'n_len': 40, 'atr_multiplier': 2.0}",5402,117327.0000,-0.0901,5.2142,-32.0848,11.5194,105214.1511,134589.7711,3259.8094,36.7859,-0.1635,20.2497,-0.2640,0.0327,0.0697,-1.1582,0.1567,-17.0007,41.2822,24.0347,-9.7081,-0.0118,1.2684,0.3525,-0.2805,-0.1143,0.0405,0.0405
"{'n_len': 50, 'atr_multiplier': 2.0}",5402,112232.0000,-0.0944,3.7039,-31.4753,11.0207,103703.8661,132322.7014,3098.7485,34.9230,-0.3630,19.5180,-0.3822,inf,0.0602,-2.0023,0.1476,-16.8109,41.3340,23.5588,-9.6018,-0.0218,1.2561,0.3426,-0.2837,-0.1348,0.0405,0.0405
"{'n_len': 55, 'atr_multiplier': 2.0}",5402,109278.0000,-0.0962,3.7306,-31.0932,10.7362,103730.6497,131905.8767,3019.9161,35.5634,-0.3398,19.2136,-0.3642,inf,0.0859,-1.8764,0.1432,-16.6123,41.4775,23.1587,-9.5339,-0.0207,1.2675,0.3413,-0.9166,-0.1408,0.0398,0.0398
"{'n_len': 45, 'atr_multiplier': 2.0}",5402,115170.0000,-0.0974,3.8297,-31.9078,11.3015,103829.7201,132985.0396,3179.0680,38.2351,-0.4038,19.8299,-0.4118,0.0148,0.0623,-2.5632,0.1521,-17.0433,41.2212,23.7985,-9.6369,-0.0330,1.2509,0.3296,-0.2913,-0.1336,0.0405,0.0405
"{'n_len': 30, 'atr_multiplier': 2.5}",5402,92471.0000,-0.1005,5.0821,-30.9759,8.8815,105082.1045,134856.0704,2592.5065,37.0139,-0.0805,19.8750,-0.2478,inf,0.0811,-1.6684,0.1478,-17.2682,39.7528,23.8036,-9.6303,-0.0580,1.3192,0.3613,-0.3737,-0.2566,,
"{'n_len': 25, 'atr_multiplier': 3.0}",5402,62226.0000,-0.1058,4.2475,-27.8793,5.8045,104247.4812,132106.9828,1771.3554,46.6353,-0.1806,18.1234,-0.2748,inf,0.0692,-3.2296,0.1233,-16.9582,38.1760,21.8259,-9.3253,-0.1648,2.4618,0.3162,-0.5142,-0.3831,,
"{'n_len': 35, 'atr_multiplier': 2.5}",5402,94942.0000,-0.1081,4.2353,-31.1020,9.1487,104235.3009,133744.2845,2642.3570,36.0981,-0.2312,19.7283,-0.3465,inf,0.0769,-2.1467,0.1470,-17.4323,39.9568,23.5877,-9.6052,-0.0647,1.2888,0.3446,-0.3821,-0.2257,0.0405,0.0405
"{'n_len': 20, 'atr_multiplier': 3.0}",5402,52096.0000,-0.1095,3.2822,-26.6234,4.7997,103282.2464,130244.0577,1480.9108,41.3828,-0.3387,17.2903,-0.3426,inf,0.0604,-3.1501,0.1136,-16.4971,37.2965,20.8506,-9.2892,-0.2406,1.4614,0.2718,-0.6062,-0.7185,,
"{'n_len': 50, 'atr_multiplier': 2.5}",5402,95235.0000,-0.1119,2.7238,-30.7160,9.1974,102723.7770,130969.8687,2627.4514,34.9230,-0.5761,18.9268,-0.5235,inf,0.2636,-2.9550,0.1395,-17.2423,40.3346,23.0742,-9.5346,-0.0763,1.2773,0.3231,-0.3444,-0.1770,0.0405,0.0405
"{'n_len': 15, 'atr_multiplier': 3.5}",5402,25882.0000,-0.1141,1.6028,-21.6408,2.2891,101602.8145,124219.7644,736.4080,39.2786,-0.4744,14.0897,-0.3478,0.1402,0.1470,-3.0005,0.0785,-15.3269,36.0038,15.0683,-8.1197,-0.3005,2.0098,0.2531,-2.1869,-1.4081,,
"{'n_len': 30, 'atr_multiplier': 3.0}",5402,69490.0000,-0.1153,3.6951,-28.9514,6.5260,103695.1445,132204.3976,1963.6701,37.0139,-0.3412,18.4338,-0.3960,inf,0.0651,-2.5585,0.1284,-17.0765,38.1872,22.3183,-9.4410,-0.1783,1.3722,0.2803,-0.4892,-0.3163,,
"{'n_len': 40, 'atr_multiplier': 2.5}",5402,96030.0000,-0.1161,3.2468,-31.2249,9.2448,103246.7761,132503.0346,2658.4870,36.7859,-0.4917,19.4904,-0.5012,inf,0.0552,-3.0381,0.1448,-17.3199,39.8188,23.4598,-9.6084,-0.0938,1.2627,0.3117,-0.3661,-0.2030,,
"{'n_len': 55, 'atr_multiplier': 2.5}",5402,94359.0000,-0.1162,2.4139,-30.5520,9.1238,102413.9138,130392.7568,2598.7031,35.5634,-0.6409,18.7029,-0.5630,inf,0.0592,-3.2407,0.1364,-17.2963,40.4635,22.8062,-9.5858,-0.0918,1.2878,0.3053,-0.3557,-0.1884,0.0405,0.0405
"{'n_len': 45, 'atr_multiplier': 2.5}",5402,96155.0000,-0.1183,2.6794,-31.0868,9.2660,102679.4316,131593.4596,2654.2406,38.2351,-0.6225,19.1927,-0.5743,inf,0.0595,-3.6482,0.1426,-17.5151,39.9132,23.3196,-9.6097,-0.1059,1.2671,0.2971,-0.3672,-0.1645,0.0405,0.0405
"{'n_len': 35, 'atr_multiplier': 3.0}",5402,74027.0000,-0.1244,3.0513,-29.5884,6.9755,103051.2627,131455.6889,2071.8129,36.0981,-0.4741,18.5107,-0.4916,0.0058,0.0737,-2.9491,0.1306,-17.4118,38.4107,22.3916,-9.5358,-0.1836,1.3730,0.2668,-0.4866,-0.2846,0.0405,0.0405
"{'n_len': 10, 'atr_multiplier': 3.5}",5402,14358.0000,-0.1252,0.4140,-17.7672,1.2510,100414.0302,119033.3674,415.6456,39.1827,-0.5108,11.5628,-0.3432,0.4712,0.2971,-2.9747,0.0556,-14.6727,32.9255,9.0992,-6.6056,-0.6601,4.5663,-0.1829,-3.6540,-1.3630,,
"{'n_len': 20, 'atr_multiplier': 3.5}",5402,36341.0000,-0.1283,1.6191,-24.2330,3.2475,101619.1372,126654.2537,1031.4770,41.3828,-0.6049,15.4496,-0.4596,0.0393,0.0782,-3.9121,0.0932,-16.0858,35.3999,17.9806,-8.8799,-0.4459,1.7217,0.0966,-1.4658,-1.5904,,
"{'n_len': 25, 'atr_multiplier': 3.5}",5402,45161.0000,-0.1333,1.9513,-25.8491,4.0926,101951.2611,128234.1648,1281.2747,46.6353,-0.5889,16.4466,-0.4965,-0.0125,0.0475,-4.6871,0.1041,-16.5435,36.0924,19.5217,-9.2246,-0.4156,1.6749,0.1084,-0.8150,-1.0027,,
"{'n_len': 40, 'atr_multiplier': 3.0}",5402,76996.0000,-0.1347,2.4371,-29.9827,7.2752,102437.1404,131140.4002,2145.6925,36.7859,-0.6740,18.4471,-0.6154,0.1156,0.1974,-3.5362,0.1309,-17.4292,38.5570,22.3082,-9.5314,-0.2067,1.4352,0.2351,-0.4827,-0.2837,0.0405,0.0405
"{'n_len': 30, 'atr_multiplier': 3.5}",5402,52249.0000,-0.1367,2.0929,-26.9795,4.7884,102092.9017,128931.4130,1479.0533,37.0139,-0.5762,17.0172,-0.5273,-0.0153,0.0518,-3.5976,0.1106,-16.8581,36.6064,20.2122,-9.2590,-0.3818,1.6702,0.1125,-0.7764,-1.0302,,
"{'n_len': 50, 'atr_multiplier': 3.0}",5402,79341.0000,-0.1371,1.4985,-29.9958,7.4994,101498.4900,129648.9500,2191.8924,34.9230,-0.8246,18.1755,-0.7026,-0.0235,0.0493,-4.0134,0.1287,-17.5574,39.1810,22.1859,-9.5825,-0.1848,1.3599,0.2485,-0.4699,-0.2559,0.0405,0.0405
"{'n_len': 55, 'atr_multiplier': 3.0}",5402,79699.0000,-0.1390,1.2459,-29.8642,7.5547,101245.9401,129081.8468,2196.9056,35.5634,-0.8900,18.0084,-0.7299,-0.0337,0.0412,-4.2709,0.1273,-17.5796,39.2908,22.1269,-9.5816,-0.1886,1.3547,0.2433,-0.4660,-0.2589,0.0405,0.0405
"{'n_len': 45, 'atr_multiplier': 3.0}",5402,78553.0000,-0.1429,1.4176,-30.0980,7.4201,101417.6389,130022.2472,2173.2038,38.2351,-0.8840,18.2690,-0.7412,-0.0297,0.0504,-4.6028,0.1298,-17.6130,38.6359,22.1596,-9.5435,-0.2295,1.2726,0.2035,-0.4937,-0.2927,,
"{'n_len': 15, 'atr_multiplier': 4.0}",5402,18055.0000,-0.1435,-0.0656,-19.3957,1.5590,99934.4323,120325.9836,515.6047,39.2786,-0.7235,12.3815,-0.4932,0.4478,0.2916,-3.8908,0.0629,-15.0846,32.7566,11.0219,-7.4971,-0.8281,2.0661,-0.3188,-4.7365,-1.3900,,
"{'n_len': 25, 'atr_multiplier': 4.0}",5402,33153.0000,-0.1482,0.7622,-23.7453,2.9228,100762.2056,125141.3454,941.4132,46.6353,-0.7375,14.9055,-0.5664,0.0974,0.1393,-5.0771,0.0872,-16.2665,34.3520,17.0067,-8.8676,-0.6002,2.9591,-0.0514,-1.6757,-1.2393,,
"{'n_len': 20, 'atr_multiplier': 4.0}",5402,25924.0000,-0.1486,0.3694,-21.9884,2.2583,100369.4443,123220.0283,735.3602,41.3828,-0.8099,13.8014,-0.5720,0.0919,0.1226,-4.3642,0.0765,-15.7030,33.6579,14.6528,-8.4769,-0.7071,1.9148,-0.1509,-2.6805,-1.2543,,
"{'n_len': 35, 'atr_multiplier': 3.5}",5402,57605.0000,-0.1515,1.4424,-28.0511,5.3019,101442.4001,128867.0766,1615.8845,36.0981,-0.8303,17.2147,-0.6988,-0.0374,0.0400,-4.0797,0.1143,-17.4016,36.7184,20.6731,-9.4173,-0.4122,1.3304,0.0666,-0.7180,-0.8750,0.0405,0.0405
"{'n_len': 40, 'atr_multiplier': 3.5}",5402,61076.0000,-0.1524,1.5485,-28.4866,5.6431,101548.5052,129154.0744,1707.3369,36.7859,-0.8148,17.3352,-0.6977,-0.0299,0.0491,-4.0659,0.1162,-17.5393,37.2016,20.9801,-9.4789,-0.3585,1.8537,0.1164,-0.6549,-1.2550,0.0405,0.0405
"{'n_len': 5, 'atr_multiplier': 2.5}",5402,6161.0000,-0.1572,-0.0452,-10.8013,0.5345,99954.8189,111242.3152,241.2799,42.2180,-0.4032,7.1077,-0.2484,inf,2.1714,-2.0471,0.0282,-13.5463,30.8866,4.1329,-4.2285,-0.7058,1.6942,-0.3660,-24.4288,-0.9583,,
"{'n_len': 45, 'atr_multiplier': 3.5}",5402,63636.0000,-0.1599,0.8533,-28.7625,5.8950,100853.3292,128498.0757,1766.3626,38.2351,-0.9356,17.3221,-0.7756,0.0892,0.1868,-4.7954,0.1167,-17.6746,37.3438,20.9630,-9.5356,-0.3597,1.3414,0.1050,-0.6505,-1.1565,0.0405,0.0405
"{'n_len': 30, 'atr_multiplier': 4.0}",5402,39502.0000,-0.1605,0.6868,-25.2057,3.5230,100686.8346,126154.5156,1117.4548,37.0139,-0.8377,15.5786,-0.6690,-0.0431,0.0316,-4.5150,0.0945,-16.7882,34.4588,18.1532,-9.1336,-0.6535,1.6757,-0.1249,-1.1638,-1.2062,,
"{'n_len': 50, 'atr_multiplier': 3.5}",5402,65553.0000,-0.1631,0.4105,-28.9903,6.0773,100410.4798,128162.6386,1815.7207,34.9230,-1.1087,17.2152,-0.8732,-0.0543,0.0335,-4.7695,0.1168,-17.7390,37.5475,20.9979,-9.5906,-0.3562,1.3387,0.1049,-0.5897,-0.5463,0.0405,0.0405
"{'n_len': 35, 'atr_multiplier': 4.0}",5402,44590.0000,-0.1658,0.6518,-26.0315,4.0187,100651.7974,126516.1599,1260.1732,36.0981,-0.8871,15.9648,-0.7154,-0.0519,0.0302,-4.4595,0.0993,-16.9469,35.0902,18.7097,-9.3228,-0.6345,1.4652,-0.1288,-0.9089,-0.6922,0.0149,0.0149
"{'n_len': 10, 'atr_multiplier': 4.0}",5402,9342.0000,-0.1676,-0.9155,-14.9528,0.7991,99084.5374,114747.6817,286.9480,39.1827,-0.7296,9.4603,-0.4804,1.7398,0.9417,-3.4336,0.0408,-14.2919,28.1376,4.8240,-5.8878,-1.5523,5.2375,-1.1622,-5.1321,-0.9561,,
"{'n_len': 55, 'atr_multiplier': 3.5}",5402,66967.0000,-0.1677,-0.1347,-29.0635,6.2107,99865.2537,127258.5638,1845.6342,35.5634,-1.2314,17.0829,-0.9495,-0.0632,0.0292,-5.3280,0.1162,-17.8416,37.7913,20.9495,-9.5955,-0.3744,1.3644,0.0796,-0.5923,-0.5316,0.0405,0.0405
"{'n_len': 45, 'atr_multiplier': 4.0}",5402,51375.0000,-0.1718,0.7338,-27.2695,4.6610,100733.8086,127271.3525,1441.8494,38.2351,-0.9533,16.3022,-0.7821,-0.0540,0.0330,-4.6001,0.1041,-17.4605,35.9568,19.7534,-9.5159,-0.5258,1.3482,-0.0245,-0.7706,-0.7283,0.0405,0.0405
"{'n_len': 40, 'atr_multiplier': 4.0}",5402,48578.0000,-0.1731,0.4769,-26.8646,4.3925,100476.8967,126821.9231,1365.7228,36.7859,-1.0386,16.1415,-0.8275,-0.0622,0.0222,-4.7090,0.1023,-17.2634,35.4969,19.3094,-9.4843,-0.6194,1.4231,-0.1192,-0.8460,-0.8830,0.0149,0.0149
"{'n_len': 50, 'atr_multiplier': 4.0}",5402,53558.0000,-0.1734,0.1977,-27.4626,4.8765,100197.6991,126569.4790,1493.9768,34.9230,-1.0540,16.2754,-0.8324,0.0669,0.1612,-4.6675,0.1047,-17.4675,36.3478,19.7733,-9.5591,-0.5026,4.1728,-0.0117,-0.7717,-0.7043,0.0405,0.0405
"{'n_len': 55, 'atr_multiplier': 4.0}",5402,55529.0000,-0.1791,-0.2566,-27.6745,5.0624,99743.4244,126115.7633,1543.9060,35.5634,-1.1953,16.2268,-0.9135,-0.0675,0.0264,-5.1901,0.1052,-17.6079,36.4329,19.7757,-9.6173,-0.5072,1.6310,-0.0221,-0.7501,-0.8037,0.0405,0.0405
"{'n_len': 5, 'atr_multiplier': 3.0}",5402,878.0000,-0.3599,-0.6264,-2.0307,0.0672,99373.6206,101470.1376,163.1019,42.2180,-0.3113,1.3402,-0.1866,inf,2.7108,-1.2843,0.0043,-13.2854,20.2533,-2.5056,-5.1092,-4.0468,0.1836,-3.8761,-2.1961,0.1011,,
"{'n_len': 5, 'atr_multiplier': 3.5}",5402,29.0000,-0.4020,-0.0859,-0.1283,0.0028,99914.1039,100065.5456,142.4539,42.2180,-0.0421,0.0769,-0.0193,13.5463,7.4567,-0.1993,0.0004,-22.3775,17.8571,-16.2674,-16.3156,-16.2916,0.0000,-16.2915,-32.2543,,,
"{'n_len': 5, 'atr_multiplier': 4.0}",5402,0.0000,,0.0000,0.0000,0.0000,100000.0000,100000.0000,,42.2180,0.0000,0.0000,0.0000,,,0.0000,0.0000,,,,,,,,,,,
