params,Num Stocks Tested,Total Trades,Sharpe Ratio,Return [%],Max. Drawdown [%],Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion
"{'atr_len': 10, 'fact': 3.0, 'training_data_period': 100}",5402,0,,0.0,0.0,891 days 10:25:22.102924848,0.0,100000.0,100000.0,29.70188076263935,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,
